time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 10:10:59,2026-08-25 10:10:58,229,3069185015,2026-08-25 10:10:59,server,c3:00:00:13:3b:b7,ESP-02,22260760-0db0-4791-8749-78aac9cbb444,EST-P1-R4,static,P1,Sala A,-70,,,Sala A,True,Sala A,True,Sala A,True,False,,False,False,False,False
2026-08-25 10:10:59,2026-08-25 10:10:58,270,2239514506,2026-08-25 10:10:59,server,c3:00:00:13:3b:b7,ESP-01,6b0b1c1a-7e29-40fd-a155-a5f2fd213a7f,EST-P1-R4,static,P1,Corredor,-60,,,Corredor,True,Corredor,True,Corredor,True,False,,False,False,False,False
2026-08-25 10:11:01,2026-08-25 10:11:00,322,1690126268,2026-08-25 10:11:01,server,c3:00:00:13:3b:b7,ESP-03,e035da11-53fe-4a9e-b3c0-83be6cfa5e77,EST-P1-R4,static,P1,Sala B,-86,,,Sala B,True,Corredor,False,Corredor,False,False,,False,False,False,False
2026-08-25 10:11:11,2026-08-25 10:11:10,230,3069185015,2026-08-25 10:11:11,server,c3:00:00:13:3b:b7,ESP-02,d789dc72-28bd-44d9-9fa9-17955a9860fb,EST-P1-R4,static,P1,Sala A,-70,,,Sala A,True,Corredor,False,Corredor,False,False,Corredor,True,False,True,True
2026-08-25 10:11:12,2026-08-25 10:11:11,271,2239514506,2026-08-25 10:11:12,server,c3:00:00:13:3b:b7,ESP-01,1aa60c12-97a6-48fe-b03c-513dfa35e875,EST-P1-R4,static,P1,Corredor,-63,,,Corredor,True,Corredor,False,Corredor,False,False,Corredor,False,True,True,True
2026-08-25 10:11:13,2026-08-25 10:11:12,323,1690126268,2026-08-25 10:11:13,server,c3:00:00:13:3b:b7,ESP-03,64143692-839b-4f34-82af-080dbece8bd9,EST-P1-R4,static,P1,Sala B,-86,,,Sala B,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
2026-08-25 10:11:24,2026-08-25 10:11:23,231,3069185015,2026-08-25 10:11:24,server,c3:00:00:13:3b:b7,ESP-02,64ff73e1-5a68-4d96-9529-0f54edea5513,EST-P1-R4,static,P1,Sala A,-66,,,Sala A,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
2026-08-25 10:11:24,2026-08-25 10:11:24,272,2239514506,2026-08-25 10:11:24,server,c3:00:00:13:3b:b7,ESP-01,8c5c640f-a24d-40a6-a02f-0ab8f457ad42,EST-P1-R4,static,P1,Corredor,-62,,,Corredor,True,Corredor,False,Corredor,False,False,Corredor,False,True,True,True
2026-08-25 10:11:25,2026-08-25 10:11:25,324,1690126268,2026-08-25 10:11:25,server,c3:00:00:13:3b:b7,ESP-03,3819742d-fd98-4d77-b529-6b16819326a8,EST-P1-R4,static,P1,Sala B,-86,,,Sala B,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
2026-08-25 10:11:37,2026-08-25 10:11:36,232,3069185015,2026-08-25 10:11:37,server,c3:00:00:13:3b:b7,ESP-02,07c85c8c-edc0-4b46-a3b2-4dee2c648c0b,EST-P1-R4,static,P1,Sala A,-66,,,Sala A,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
2026-08-25 10:11:37,2026-08-25 10:11:36,273,2239514506,2026-08-25 10:11:37,server,c3:00:00:13:3b:b7,ESP-01,2fe85a2e-26ef-43a1-ac35-dec03e6f0001,EST-P1-R4,static,P1,Corredor,-60,,,Corredor,True,Corredor,False,Corredor,False,False,Corredor,False,True,True,True
2026-08-25 10:11:38,2026-08-25 10:11:37,325,1690126268,2026-08-25 10:11:38,server,c3:00:00:13:3b:b7,ESP-03,99670257-e733-4d52-b4de-e6ad56b5876a,EST-P1-R4,static,P1,Sala B,-86,,,Sala B,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
2026-08-25 10:11:49,2026-08-25 10:11:49,233,3069185015,2026-08-25 10:11:49,server,c3:00:00:13:3b:b7,ESP-02,9b621b32-a3ad-4b52-85bf-4578f8bcaa95,EST-P1-R4,static,P1,Sala A,-69,,,Sala A,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
2026-08-25 10:11:50,2026-08-25 10:11:49,274,2239514506,2026-08-25 10:11:50,server,c3:00:00:13:3b:b7,ESP-01,81179c4a-2b58-477d-9d60-bffe329b83c7,EST-P1-R4,static,P1,Corredor,-60,,,Corredor,True,Corredor,False,Corredor,False,False,Corredor,False,True,True,True
2026-08-25 10:11:51,2026-08-25 10:11:50,326,1690126268,2026-08-25 10:11:51,server,c3:00:00:13:3b:b7,ESP-03,44014b01-76f7-418d-b4a6-6ef4b74dc15b,EST-P1-R4,static,P1,Sala B,-87,,,Sala B,True,Corredor,False,Corredor,False,False,Corredor,False,False,True,True
