time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 10:56:42,2026-08-25 10:56:41,540,1690126268,2026-08-25 10:56:42,server,c3:00:00:13:3b:b7,ESP-03,f98677c2-6ac3-4dd8-b9cc-38f4d679548f,EST-P2-R5,static,P2,Sala B,-73,,,Sala B,True,Sala B,True,Sala B,True,False,,False,False,False,False
2026-08-25 10:56:48,2026-08-25 10:56:47,488,2239514506,2026-08-25 10:56:48,server,c3:00:00:13:3b:b7,ESP-01,7f3a86e4-348f-43f9-ae01-6d7cd7f839f2,EST-P2-R5,static,P2,Corredor,-86,,,Corredor,True,Sala B,False,Sala B,False,False,,False,False,False,False
2026-08-25 10:56:49,2026-08-25 10:56:48,129,1239498715,2026-08-25 10:56:49,server,c3:00:00:13:3b:b7,ESP-02,a4d51cf8-f6e6-4f4a-b150-319d7530f78d,EST-P2-R5,static,P2,Sala A,-89,,,Sala A,True,Sala B,False,Sala B,False,False,Sala B,True,False,True,True
2026-08-25 10:56:54,2026-08-25 10:56:54,541,1690126268,2026-08-25 10:56:54,server,c3:00:00:13:3b:b7,ESP-03,6585490f-de76-48ec-9661-5503337c1978,EST-P2-R5,static,P2,Sala B,-73,,,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 10:57:01,2026-08-25 10:57:00,489,2239514506,2026-08-25 10:57:01,server,c3:00:00:13:3b:b7,ESP-01,a3cb5dca-4e0a-446f-bdde-3ec8ae2e598f,EST-P2-R5,static,P2,Corredor,-81,,,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:57:02,2026-08-25 10:57:01,130,1239498715,2026-08-25 10:57:02,server,c3:00:00:13:3b:b7,ESP-02,0bfc8ea3-6cff-4000-a383-4a96b468555d,EST-P2-R5,static,P2,Sala A,-95,,,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:57:07,2026-08-25 10:57:06,542,1690126268,2026-08-25 10:57:07,server,c3:00:00:13:3b:b7,ESP-03,7c6dbb1a-4aab-49d8-9cb2-53fcddc90c25,EST-P2-R5,static,P2,Sala B,-69,,,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 10:57:13,2026-08-25 10:57:12,490,2239514506,2026-08-25 10:57:13,server,c3:00:00:13:3b:b7,ESP-01,6fd0b9d6-dff6-4839-b589-041f4b365e59,EST-P2-R5,static,P2,Corredor,-86,,,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:57:14,2026-08-25 10:57:13,131,1239498715,2026-08-25 10:57:14,server,c3:00:00:13:3b:b7,ESP-02,de496e8f-1a03-4171-8a7c-48aa598f069e,EST-P2-R5,static,P2,Sala A,-86,,,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:57:20,2026-08-25 10:57:19,543,1690126268,2026-08-25 10:57:20,server,c3:00:00:13:3b:b7,ESP-03,44be3148-c0bb-40ed-8843-726547de17ce,EST-P2-R5,static,P2,Sala B,-73,,,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 10:57:26,2026-08-25 10:57:25,491,2239514506,2026-08-25 10:57:26,server,c3:00:00:13:3b:b7,ESP-01,cc21770e-124e-4f27-825c-92715c3cd5e0,EST-P2-R5,static,P2,Corredor,-95,,,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:57:26,2026-08-25 10:57:26,132,1239498715,2026-08-25 10:57:26,server,c3:00:00:13:3b:b7,ESP-02,3a15f65f-af75-4d68-a69f-0271bda53a3a,EST-P2-R5,static,P2,Sala A,-86,,,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:57:32,2026-08-25 10:57:32,544,1690126268,2026-08-25 10:57:32,server,c3:00:00:13:3b:b7,ESP-03,fc74cdb4-ae10-4a60-aa72-be97d3b8577c,EST-P2-R5,static,P2,Sala B,-73,,,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 10:57:38,2026-08-25 10:57:38,492,2239514506,2026-08-25 10:57:38,server,c3:00:00:13:3b:b7,ESP-01,2ec3bc09-55a7-4b59-8541-19eafd496b4a,EST-P2-R5,static,P2,Corredor,-91,,,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:57:39,2026-08-25 10:57:38,133,1239498715,2026-08-25 10:57:39,server,c3:00:00:13:3b:b7,ESP-02,077a735d-0d16-41d2-b5b2-0691ba3ee0a4,EST-P2-R5,static,P2,Sala A,-85,,,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
