mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,17,17,16,0,0.3076923076923077,0.3125,0,0,,11,618.75,,,,,,0.0
c3:00:00:13:3b:b7,median,17,17,2,0,1.0,0.9375,0,0,,1,56.25,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,17,17,1,0,1.0,0.9375,0,0,,0,0.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,17,13,0,4,1.0,0.8125,0,0,,0,0.0,,,,,,23.52941176470588
