mac,method,experiment_id,transition_index,new_room,transition_time,detected,latency_sec,confirmation_time,premature_before_transition,post_transition_confirmed,premature_lead_sec,transition_status
c3:00:00:13:3b:b7,baseline,DIN2–BA-R14,0,Corredor,2026-08-26 16:12:04,True,1.0,2026-08-26 16:12:05,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,baseline,DIN2–BA-R14,1,Sala A,2026-08-26 16:12:10,True,9.0,2026-08-26 16:12:19,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median,DIN2–BA-R14,0,Corredor,2026-08-26 16:12:04,True,4.0,2026-08-26 16:12:08,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median,DIN2–BA-R14,1,Sala A,2026-08-26 16:12:10,True,9.0,2026-08-26 16:12:19,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis,DIN2–BA-R14,0,Corredor,2026-08-26 16:12:04,True,5.0,2026-08-26 16:12:09,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis,DIN2–BA-R14,1,Sala A,2026-08-26 16:12:10,True,9.0,2026-08-26 16:12:19,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–BA-R14,0,Corredor,2026-08-26 16:12:04,True,5.0,2026-08-26 16:12:09,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–BA-R14,1,Sala A,2026-08-26 16:12:10,True,9.0,2026-08-26 16:12:19,False,True,,confirmed_after_transition
