mac,method,experiment_id,transition_index,new_room,transition_time,detected,latency_sec,confirmation_time
c3:00:00:13:3b:b7,baseline,DIN2–AB-R3,0,Corredor,2026-08-26 14:39:32,True,1.0,2026-08-26 14:39:33
c3:00:00:13:3b:b7,baseline,DIN2–AB-R3,1,Sala B,2026-08-26 14:39:39,True,3.0,2026-08-26 14:39:42
c3:00:00:13:3b:b7,median,DIN2–AB-R3,0,Corredor,2026-08-26 14:39:32,False,,
c3:00:00:13:3b:b7,median,DIN2–AB-R3,1,Sala B,2026-08-26 14:39:39,True,10.0,2026-08-26 14:39:49
c3:00:00:13:3b:b7,median_hysteresis,DIN2–AB-R3,0,Corredor,2026-08-26 14:39:32,False,,
c3:00:00:13:3b:b7,median_hysteresis,DIN2–AB-R3,1,Sala B,2026-08-26 14:39:39,True,10.0,2026-08-26 14:39:49
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–AB-R3,0,Corredor,2026-08-26 14:39:32,False,,
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–AB-R3,1,Sala B,2026-08-26 14:39:39,True,14.0,2026-08-26 14:39:53
