mac,method,experiment_id,transition_index,new_room,transition_time,detected,latency_sec,confirmation_time,premature_before_transition,post_transition_confirmed,premature_lead_sec,transition_status
c3:00:00:13:3b:b7,baseline,DIN2–BA-R12,0,Corredor,2026-08-26 16:07:45,True,1.0,2026-08-26 16:07:46,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,baseline,DIN2–BA-R12,1,Sala A,2026-08-26 16:07:52,True,2.0,2026-08-26 16:07:54,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median,DIN2–BA-R12,0,Corredor,2026-08-26 16:07:45,True,5.0,2026-08-26 16:07:50,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median,DIN2–BA-R12,1,Sala A,2026-08-26 16:07:52,True,5.0,2026-08-26 16:07:57,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis,DIN2–BA-R12,0,Corredor,2026-08-26 16:07:45,True,5.0,2026-08-26 16:07:50,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis,DIN2–BA-R12,1,Sala A,2026-08-26 16:07:52,True,5.0,2026-08-26 16:07:57,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–BA-R12,0,Corredor,2026-08-26 16:07:45,False,,,False,False,,missed_transition
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–BA-R12,1,Sala A,2026-08-26 16:07:52,True,5.0,2026-08-26 16:07:57,False,True,,confirmed_after_transition
