time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 11:01:55,2026-08-25 11:01:54,565,1690126268,2026-08-25 11:01:55,server,c3:00:00:13:3b:b7,ESP-03,bf2e6c52-c68f-4633-a0ec-924f1d705813,EST-B1-R2,static,B1,Sala B,-64,Sala B,centro_sala,Sala B,True,Sala B,True,Sala B,True,False,,False,False,False,False
2026-08-25 11:01:59,2026-08-25 11:01:59,154,1239498715,2026-08-25 11:01:59,server,c3:00:00:13:3b:b7,ESP-02,8bbdfa29-5473-46df-b427-84c02b76fd77,EST-B1-R2,static,B1,Sala A,-76,Sala B,centro_sala,Sala A,True,Sala B,False,Sala B,False,False,,False,False,False,False
2026-08-25 11:02:02,2026-08-25 11:02:01,513,2239514506,2026-08-25 11:02:02,server,c3:00:00:13:3b:b7,ESP-01,820deb5b-e3f1-4757-a642-1ae8f37da675,EST-B1-R2,static,B1,Corredor,-86,Sala B,centro_sala,Corredor,True,Sala B,False,Sala B,False,False,Sala B,True,False,True,True
2026-08-25 11:02:07,2026-08-25 11:02:07,566,1690126268,2026-08-25 11:02:07,server,c3:00:00:13:3b:b7,ESP-03,9895e95c-6fc0-4848-b273-bf64a940a5f6,EST-B1-R2,static,B1,Sala B,-54,Sala B,centro_sala,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:02:12,2026-08-25 11:02:11,155,1239498715,2026-08-25 11:02:12,server,c3:00:00:13:3b:b7,ESP-02,2e99c675-6a3b-4b82-b525-c6f4054773e1,EST-B1-R2,static,B1,Sala A,-76,Sala B,centro_sala,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:02:14,2026-08-25 11:02:14,514,2239514506,2026-08-25 11:02:14,server,c3:00:00:13:3b:b7,ESP-01,5247239b-4d2b-40c5-b4f7-fa35535d40e2,EST-B1-R2,static,B1,Corredor,-93,Sala B,centro_sala,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:02:20,2026-08-25 11:02:19,567,1690126268,2026-08-25 11:02:20,server,c3:00:00:13:3b:b7,ESP-03,656053c6-cdcd-4727-92fe-427822bd1e3c,EST-B1-R2,static,B1,Sala B,-54,Sala B,centro_sala,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:02:27,2026-08-25 11:02:26,515,2239514506,2026-08-25 11:02:27,server,c3:00:00:13:3b:b7,ESP-01,2edb9b33-bdff-4f94-9a9a-ddebfae718f6,EST-B1-R2,static,B1,Corredor,-90,Sala B,centro_sala,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:02:32,2026-08-25 11:02:31,568,1690126268,2026-08-25 11:02:32,server,c3:00:00:13:3b:b7,ESP-03,785d59a4-9385-4b3e-83f0-ee830a91d4f1,EST-B1-R2,static,B1,Sala B,-50,Sala B,centro_sala,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:02:36,2026-08-25 11:02:34,157,1239498715,2026-08-25 11:02:36,server,c3:00:00:13:3b:b7,ESP-02,9bf97474-63ce-428e-8d39-6597486fe560,EST-B1-R2,static,B1,Sala A,-76,Sala B,centro_sala,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:02:39,2026-08-25 11:02:39,516,2239514506,2026-08-25 11:02:39,server,c3:00:00:13:3b:b7,ESP-01,66a89a78-0a9a-4ba7-a2dd-2140de41af77,EST-B1-R2,static,B1,Corredor,-84,Sala B,centro_sala,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:02:45,2026-08-25 11:02:23,156,1239498715,2026-08-25 11:02:45,server,c3:00:00:13:3b:b7,ESP-02,8fff6477-5a59-4db5-bbfc-74ad2eb5d4d5,EST-B1-R2,static,B1,Sala A,-76,Sala B,centro_sala,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:02:45,2026-08-25 11:02:44,569,1690126268,2026-08-25 11:02:45,server,c3:00:00:13:3b:b7,ESP-03,671fbbe3-fa47-4f90-bf41-e4aa7aec46c4,EST-B1-R2,static,B1,Sala B,-54,Sala B,centro_sala,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:02:48,2026-08-25 11:02:47,158,1239498715,2026-08-25 11:02:48,server,c3:00:00:13:3b:b7,ESP-02,9a84769b-60de-4b3b-bf4e-3b7a3fa74792,EST-B1-R2,static,B1,Sala A,-82,Sala B,centro_sala,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:02:52,2026-08-25 11:02:51,517,2239514506,2026-08-25 11:02:52,server,c3:00:00:13:3b:b7,ESP-01,9777f77b-4f7f-4c8e-a97c-ef4bc74c7db3,EST-B1-R2,static,B1,Corredor,-78,Sala B,centro_sala,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
