mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_confirmed_after_transition,num_premature_before_transition,num_premature_without_confirmation,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,55,55,54,0,0.3584905660377358,0.3584905660377358,0.0,0.0,,0.0,0.0,0.0,34.0,1883.0769230769233,,,,,,0.0
c3:00:00:13:3b:b7,median,55,55,8,0,0.8490566037735849,0.660377358490566,0.0,0.0,,0.0,0.0,0.0,3.0,166.15384615384616,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,55,55,8,0,0.8679245283018868,0.6415094339622641,0.0,0.0,,0.0,0.0,0.0,3.0,166.15384615384616,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,55,53,7,2,1.0,0.6226415094339622,0.0,0.0,,0.0,0.0,0.0,3.0,166.15384615384616,,,,,,3.6363636363636362
c3:00:00:13:3c:1e,baseline,55,55,54,0,0.3333333333333333,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median,55,55,7,0,0.7777777777777778,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis,55,55,5,0,0.9074074074074074,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis_persistence,55,54,5,1,1.0,,,,,,,,,,,,,,,1.8181818181818181
c3:00:00:13:3b:f2,baseline,55,55,54,0,0.3333333333333333,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median,55,55,9,0,0.8148148148148148,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis,55,55,5,0,0.9259259259259259,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis_persistence,55,54,3,1,1.0,,,,,,,,,,,,,,,1.8181818181818181
