mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_confirmed_after_transition,num_premature_before_transition,num_premature_without_confirmation,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,52,52,51,0,0.3469387755102041,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:b7,median,52,52,2,0,1.0,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,52,52,2,0,1.0,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,52,49,0,3,1.0,,,,,,,,,,,,,,,5.769230769230769
c3:00:00:13:3c:1e,baseline,51,51,50,0,0.22,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median,51,51,7,0,0.86,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis,51,51,6,0,0.88,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis_persistence,51,50,6,1,1.0,,,,,,,,,,,,,,,1.9607843137254901
c3:00:00:13:3b:f2,baseline,50,50,49,0,0.2653061224489796,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median,50,50,11,0,0.673469387755102,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis,50,50,8,0,0.8367346938775511,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis_persistence,50,49,8,1,1.0,,,,,,,,,,,,,,,2.0
