mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_confirmed_after_transition,num_premature_before_transition,num_premature_without_confirmation,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,54,54,52,0,0.33962264150943394,0.33962264150943394,0.0,0.0,,0.0,0.0,0.0,35.0,1909.090909090909,,,,,,0.0
c3:00:00:13:3b:b7,median,54,54,0,0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,54,54,0,0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,54,53,0,1,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,1.8518518518518516
c3:00:00:13:3c:1e,baseline,54,54,52,0,0.24528301886792453,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median,54,54,16,0,0.7169811320754716,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis,54,54,9,0,0.8490566037735849,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis_persistence,54,53,6,1,1.0,,,,,,,,,,,,,,,1.8518518518518516
c3:00:00:13:3b:f2,baseline,53,53,51,0,0.2549019607843137,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median,53,53,14,0,0.7450980392156863,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis,53,53,10,0,0.8627450980392157,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis_persistence,53,51,4,2,1.0,,,,,,,,,,,,,,,3.7735849056603774
