time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 11:18:40,2026-08-25 11:18:40,49,2441852059,2026-08-25 11:18:40,server,c3:00:00:13:3b:b7,ESP-02,3e028058-06bb-40b7-8bce-db6c5d2427ff,EST-B3-R1,static,B3,Sala A,-91,Sala B,junto_parede,Sala A,True,Sala A,True,Sala A,True,False,,False,False,False,False
2026-08-25 11:18:41,2026-08-25 11:18:40,645,1690126268,2026-08-25 11:18:41,server,c3:00:00:13:3b:b7,ESP-03,0878c86e-eb66-410e-a146-e4fd4d01ba2e,EST-B3-R1,static,B3,Sala B,-64,Sala B,junto_parede,Sala B,True,Sala B,True,Sala B,True,False,,False,False,False,False
2026-08-25 11:18:43,2026-08-25 11:18:42,593,2239514506,2026-08-25 11:18:43,server,c3:00:00:13:3b:b7,ESP-01,610f248d-577a-479e-b7a4-fa968690af6e,EST-B3-R1,static,B3,Corredor,-79,Sala B,junto_parede,Corredor,True,Sala B,False,Sala B,False,False,,False,False,False,False
2026-08-25 11:18:53,2026-08-25 11:18:52,50,2441852059,2026-08-25 11:18:53,server,c3:00:00:13:3b:b7,ESP-02,63db4020-fe85-4578-90fe-fa8451c8eacc,EST-B3-R1,static,B3,Sala A,-89,Sala B,junto_parede,Sala A,True,Sala B,False,Sala B,False,False,Sala B,True,False,True,True
2026-08-25 11:18:53,2026-08-25 11:18:53,646,1690126268,2026-08-25 11:18:53,server,c3:00:00:13:3b:b7,ESP-03,7eb235a2-9691-4ce4-875d-cfd4f74cfa8e,EST-B3-R1,static,B3,Sala B,-53,Sala B,junto_parede,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:18:58,2026-08-25 11:18:55,594,2239514506,2026-08-25 11:18:58,server,c3:00:00:13:3b:b7,ESP-01,85e15b27-cb1e-4bc2-8654-fb1bacde0514,EST-B3-R1,static,B3,Corredor,-79,Sala B,junto_parede,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:19:05,2026-08-25 11:19:05,51,2441852059,2026-08-25 11:19:05,server,c3:00:00:13:3b:b7,ESP-02,a1b854ab-2cbc-40b1-b90d-99b6e59e8413,EST-B3-R1,static,B3,Sala A,-89,Sala B,junto_parede,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:19:06,2026-08-25 11:19:05,647,1690126268,2026-08-25 11:19:06,server,c3:00:00:13:3b:b7,ESP-03,21cfea73-6423-46c6-b1a6-805566c5b776,EST-B3-R1,static,B3,Sala B,-52,Sala B,junto_parede,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:19:11,2026-08-25 11:19:10,595,2239514506,2026-08-25 11:19:11,server,c3:00:00:13:3b:b7,ESP-01,4d4dae30-92ec-40d5-8466-d6245573dda5,EST-B3-R1,static,B3,Corredor,-80,Sala B,junto_parede,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:19:18,2026-08-25 11:19:17,52,2441852059,2026-08-25 11:19:18,server,c3:00:00:13:3b:b7,ESP-02,6fbaca07-934c-4389-9f9d-bb6c2f94b91a,EST-B3-R1,static,B3,Sala A,-90,Sala B,junto_parede,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:19:19,2026-08-25 11:19:18,648,1690126268,2026-08-25 11:19:19,server,c3:00:00:13:3b:b7,ESP-03,043f4933-1af0-4daf-8e2b-d7ba1681de14,EST-B3-R1,static,B3,Sala B,-65,Sala B,junto_parede,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:19:23,2026-08-25 11:19:23,596,2239514506,2026-08-25 11:19:23,server,c3:00:00:13:3b:b7,ESP-01,b878a9a0-4f82-4e87-88f2-0376cdc9ab9d,EST-B3-R1,static,B3,Corredor,-67,Sala B,junto_parede,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:19:30,2026-08-25 11:19:29,53,2441852059,2026-08-25 11:19:30,server,c3:00:00:13:3b:b7,ESP-02,e9db289f-794d-4f69-bb54-11e8fa57cfcc,EST-B3-R1,static,B3,Sala A,-88,Sala B,junto_parede,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:19:31,2026-08-25 11:19:30,649,1690126268,2026-08-25 11:19:31,server,c3:00:00:13:3b:b7,ESP-03,a066c4a9-a0e1-4b4b-834b-0bfb68908ef7,EST-B3-R1,static,B3,Sala B,-52,Sala B,junto_parede,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:19:36,2026-08-25 11:19:35,597,2239514506,2026-08-25 11:19:36,server,c3:00:00:13:3b:b7,ESP-01,ecac48bd-2ee3-4845-9e8d-ea14ba48dba3,EST-B3-R1,static,B3,Corredor,-67,Sala B,junto_parede,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:19:42,2026-08-25 11:19:42,54,2441852059,2026-08-25 11:19:42,server,c3:00:00:13:3b:b7,ESP-02,2a0211c1-dda7-4ce5-bdee-98363de311c7,EST-B3-R1,static,B3,Sala A,-88,Sala B,junto_parede,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:19:44,2026-08-25 11:19:43,650,1690126268,2026-08-25 11:19:44,server,c3:00:00:13:3b:b7,ESP-03,17489c9f-3ab8-4475-8873-59002e0da36e,EST-B3-R1,static,B3,Sala B,-52,Sala B,junto_parede,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:19:48,2026-08-25 11:19:47,598,2239514506,2026-08-25 11:19:48,server,c3:00:00:13:3b:b7,ESP-01,ff5360d6-da3e-45c8-b384-6b4c93832097,EST-B3-R1,static,B3,Corredor,-82,Sala B,junto_parede,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
