mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_confirmed_after_transition,num_premature_before_transition,num_premature_without_confirmation,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,53,53,52,0,0.27450980392156865,0.32075471698113206,0.0,0.0,,0.0,0.0,0.0,35.0,2032.258064516129,,,,,,0.0
c3:00:00:13:3b:b7,median,53,53,14,0,0.6666666666666666,0.5283018867924528,0.0,0.0,,0.0,0.0,0.0,8.0,464.51612903225805,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,53,53,14,0,0.7647058823529411,0.5283018867924528,0.0,0.0,,0.0,0.0,0.0,8.0,464.51612903225805,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,53,51,9,2,1.0,0.5471698113207547,0.0,0.0,,0.0,0.0,0.0,4.0,232.25806451612902,,,,,,3.7735849056603774
c3:00:00:13:3c:1e,baseline,53,53,52,0,0.3076923076923077,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median,53,53,1,0,0.9807692307692307,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis,53,53,1,0,0.9807692307692307,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis_persistence,53,52,1,1,1.0,,,,,,,,,,,,,,,1.8867924528301887
c3:00:00:13:3b:f2,baseline,53,53,52,0,0.3076923076923077,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median,53,53,7,0,0.7692307692307693,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis,53,53,3,0,0.9423076923076923,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis_persistence,53,52,3,1,1.0,,,,,,,,,,,,,,,1.8867924528301887
