mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_confirmed_after_transition,num_premature_before_transition,num_premature_without_confirmation,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,61,61,60,0,0.3333333333333333,0.3442622950819672,0.0,0.0,,0.0,0.0,0.0,40.0,2000.0,,,,,,0.0
c3:00:00:13:3b:b7,median,61,61,2,0,0.9833333333333333,0.9836065573770492,0.0,0.0,,0.0,0.0,0.0,1.0,50.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,61,61,2,0,0.9833333333333333,0.9836065573770492,0.0,0.0,,0.0,0.0,0.0,1.0,50.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,61,60,0,1,1.0,0.9836065573770492,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,1.639344262295082
c3:00:00:13:3c:1e,baseline,61,61,60,0,0.3103448275862069,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median,61,61,12,0,0.8275862068965517,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis,61,61,6,0,0.9482758620689655,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis_persistence,61,58,2,3,1.0,,,,,,,,,,,,,,,4.918032786885246
c3:00:00:13:3b:f2,baseline,61,61,60,0,0.3103448275862069,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median,61,61,10,0,0.8275862068965517,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis,61,61,6,0,0.9482758620689655,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis_persistence,61,58,2,3,1.0,,,,,,,,,,,,,,,4.918032786885246
