time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 11:03:11,2026-08-25 11:03:10,571,1690126268,2026-08-25 11:03:11,server,c3:00:00:13:3b:b7,ESP-03,30ebb6f4-b5a6-484a-8e2f-8cab59e4d590,EST-B1-R3,static,B1,Sala B,-50,Sala B,centro_sala,Sala B,True,Sala B,True,Sala B,True,False,,False,False,False,False
2026-08-25 11:03:17,2026-08-25 11:03:17,519,2239514506,2026-08-25 11:03:17,server,c3:00:00:13:3b:b7,ESP-01,93ea0b60-c484-423d-9d3b-50b27d4a9d5f,EST-B1-R3,static,B1,Corredor,-85,Sala B,centro_sala,Corredor,True,Sala B,False,Sala B,False,False,,False,False,False,False
2026-08-25 11:03:23,2026-08-25 11:03:22,572,1690126268,2026-08-25 11:03:23,server,c3:00:00:13:3b:b7,ESP-03,aaa18be3-1a02-46f5-8169-cc8412de8fec,EST-B1-R3,static,B1,Sala B,-55,Sala B,centro_sala,Sala B,True,Sala B,False,Sala B,False,False,Sala B,True,True,True,True
2026-08-25 11:03:23,2026-08-25 11:03:16,160,1239498715,2026-08-25 11:03:23,server,c3:00:00:13:3b:b7,ESP-02,77c40199-0328-49ac-aaae-c34098410756,EST-B1-R3,static,B1,Sala A,-76,Sala B,centro_sala,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:03:30,2026-08-25 11:03:29,520,2239514506,2026-08-25 11:03:30,server,c3:00:00:13:3b:b7,ESP-01,447d60b0-d6d9-40be-abba-852e4b55bd1b,EST-B1-R3,static,B1,Corredor,-78,Sala B,centro_sala,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:03:33,2026-08-25 11:03:29,161,1239498715,2026-08-25 11:03:33,server,c3:00:00:13:3b:b7,ESP-02,b924233d-9c3c-4271-8834-d711823f1396,EST-B1-R3,static,B1,Sala A,-82,Sala B,centro_sala,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:03:36,2026-08-25 11:03:35,573,1690126268,2026-08-25 11:03:36,server,c3:00:00:13:3b:b7,ESP-03,581b94db-55ad-4ce2-8a8b-52bc26fb5d3c,EST-B1-R3,static,B1,Sala B,-50,Sala B,centro_sala,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:03:42,2026-08-25 11:03:42,521,2239514506,2026-08-25 11:03:42,server,c3:00:00:13:3b:b7,ESP-01,7f14737b-775d-4241-83d7-7b30e1399fd0,EST-B1-R3,static,B1,Corredor,-78,Sala B,centro_sala,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:03:49,2026-08-25 11:03:48,574,1690126268,2026-08-25 11:03:49,server,c3:00:00:13:3b:b7,ESP-03,2da3ed08-60e0-466e-bdf6-29559ba180ea,EST-B1-R3,static,B1,Sala B,-50,Sala B,centro_sala,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:03:49,2026-08-25 11:03:44,162,1239498715,2026-08-25 11:03:49,server,c3:00:00:13:3b:b7,ESP-02,36f700b0-7f96-4a12-8354-9aeb669b8c28,EST-B1-R3,static,B1,Sala A,-82,Sala B,centro_sala,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:03:55,2026-08-25 11:03:54,522,2239514506,2026-08-25 11:03:55,server,c3:00:00:13:3b:b7,ESP-01,855a9935-3474-4fc8-aaca-f28edaf92ecd,EST-B1-R3,static,B1,Corredor,-77,Sala B,centro_sala,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:03:55,2026-08-25 11:03:55,163,1239498715,2026-08-25 11:03:55,server,c3:00:00:13:3b:b7,ESP-02,e881a912-fd9e-4ba1-bbee-4f250a03c1c3,EST-B1-R3,static,B1,Sala A,-83,Sala B,centro_sala,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 11:04:01,2026-08-25 11:04:01,575,1690126268,2026-08-25 11:04:01,server,c3:00:00:13:3b:b7,ESP-03,6c58a788-5f17-4e4f-98fb-a7c570fa6ec5,EST-B1-R3,static,B1,Sala B,-64,Sala B,centro_sala,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 11:04:08,2026-08-25 11:04:07,523,2239514506,2026-08-25 11:04:08,server,c3:00:00:13:3b:b7,ESP-01,3115e4de-b871-4399-b9fd-8a872dcb4837,EST-B1-R3,static,B1,Corredor,-77,Sala B,centro_sala,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
