mac,method,experiment_id,transition_index,new_room,transition_time,detected,latency_sec,confirmation_time,premature_before_transition,post_transition_confirmed,premature_lead_sec,transition_status
c3:00:00:13:3b:b7,baseline,DIN2–BA-R8,0,Corredor,2026-08-26 15:52:40,True,4.0,2026-08-26 15:52:44,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,baseline,DIN2–BA-R8,1,Sala A,2026-08-26 15:52:47,True,0.0,2026-08-26 15:52:47,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median,DIN2–BA-R8,0,Corredor,2026-08-26 15:52:40,True,4.0,2026-08-26 15:52:44,True,True,6.0,premature_then_confirmed
c3:00:00:13:3b:b7,median,DIN2–BA-R8,1,Sala A,2026-08-26 15:52:47,True,4.0,2026-08-26 15:52:51,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis,DIN2–BA-R8,0,Corredor,2026-08-26 15:52:40,True,4.0,2026-08-26 15:52:44,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis,DIN2–BA-R8,1,Sala A,2026-08-26 15:52:47,True,4.0,2026-08-26 15:52:51,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–BA-R8,0,Corredor,2026-08-26 15:52:40,True,4.0,2026-08-26 15:52:44,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–BA-R8,1,Sala A,2026-08-26 15:52:47,True,4.0,2026-08-26 15:52:51,False,True,,confirmed_after_transition
