mac,method,experiment_id,transition_index,new_room,transition_time,detected,latency_sec,confirmation_time
c3:00:00:13:3b:b7,baseline,DIN-AB-R8,0,Corredor,2026-08-25 13:03:06,False,,
c3:00:00:13:3b:b7,baseline,DIN-AB-R8,1,Sala B,2026-08-25 13:03:14,True,5.0,2026-08-25 13:03:19
c3:00:00:13:3b:b7,median,DIN-AB-R8,0,Corredor,2026-08-25 13:03:06,False,,
c3:00:00:13:3b:b7,median,DIN-AB-R8,1,Sala B,2026-08-25 13:03:14,False,,
c3:00:00:13:3b:b7,median_hysteresis,DIN-AB-R8,0,Corredor,2026-08-25 13:03:06,False,,
c3:00:00:13:3b:b7,median_hysteresis,DIN-AB-R8,1,Sala B,2026-08-25 13:03:14,False,,
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN-AB-R8,0,Corredor,2026-08-25 13:03:06,False,,
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN-AB-R8,1,Sala B,2026-08-25 13:03:14,False,,
