mac,method,experiment_id,transition_index,new_room,transition_time,detected,latency_sec,confirmation_time
c3:00:00:13:3b:b7,baseline,DIN2–AB-R1,0,Corredor,2026-08-26 09:16:42,True,0.0,2026-08-26 09:16:42
c3:00:00:13:3b:b7,baseline,DIN2–AB-R1,1,Sala B,2026-08-26 09:16:48,True,0.0,2026-08-26 09:16:48
c3:00:00:13:3b:b7,median,DIN2–AB-R1,0,Corredor,2026-08-26 09:16:42,False,,
c3:00:00:13:3b:b7,median,DIN2–AB-R1,1,Sala B,2026-08-26 09:16:48,True,14.0,2026-08-26 09:17:02
c3:00:00:13:3b:b7,median_hysteresis,DIN2–AB-R1,0,Corredor,2026-08-26 09:16:42,False,,
c3:00:00:13:3b:b7,median_hysteresis,DIN2–AB-R1,1,Sala B,2026-08-26 09:16:48,False,,
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–AB-R1,0,Corredor,2026-08-26 09:16:42,False,,
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–AB-R1,1,Sala B,2026-08-26 09:16:48,False,,
