mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_confirmed_after_transition,num_premature_before_transition,num_premature_without_confirmation,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,51,51,47,0,0.3333333333333333,0.3333333333333333,0.0,0.0,,0.0,0.0,0.0,30.0,1770.4918032786884,,,,,,0.0
c3:00:00:13:3b:b7,median,51,51,4,0,0.9791666666666666,0.9411764705882353,0.0,0.0,,0.0,0.0,0.0,2.0,118.0327868852459,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,51,51,4,0,0.9791666666666666,0.9411764705882353,0.0,0.0,,0.0,0.0,0.0,2.0,118.0327868852459,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,51,48,0,3,1.0,0.9411764705882353,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,5.88235294117647
c3:00:00:13:3c:1e,baseline,52,52,48,0,0.3,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median,52,52,10,0,0.78,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis,52,52,10,0,0.82,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis_persistence,52,50,8,2,1.0,,,,,,,,,,,,,,,3.8461538461538463
c3:00:00:13:3b:f2,baseline,51,51,47,0,0.3469387755102041,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median,51,51,14,0,0.7551020408163265,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis,51,51,9,0,0.8367346938775511,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis_persistence,51,49,7,2,1.0,,,,,,,,,,,,,,,3.9215686274509802
