mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_confirmed_after_transition,num_premature_before_transition,num_premature_without_confirmation,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,54,54,53,0,0.32075471698113206,0.3333333333333333,0.0,0.0,,0.0,0.0,0.0,35.0,1999.9999999999998,,,,,,0.0
c3:00:00:13:3b:b7,median,54,54,1,0,0.9811320754716981,0.9629629629629629,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,54,54,1,0,0.9811320754716981,0.9629629629629629,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,54,53,1,1,1.0,0.9444444444444444,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,1.8518518518518516
c3:00:00:13:3c:1e,baseline,54,54,53,0,0.32075471698113206,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median,54,54,8,0,0.7924528301886793,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis,54,54,5,0,0.9245283018867925,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis_persistence,54,53,3,1,1.0,,,,,,,,,,,,,,,1.8518518518518516
c3:00:00:13:3b:f2,baseline,54,54,53,0,0.3269230769230769,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median,54,54,10,0,0.7692307692307693,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis,54,54,3,0,0.9807692307692307,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis_persistence,54,52,0,2,1.0,,,,,,,,,,,,,,,3.7037037037037033
