mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,13,13,11,0,0.3333333333333333,0.25,2,1,0.5,8,587.7551020408164,4.0,4.0,0.0,4.0,4.0,0.0
c3:00:00:13:3b:b7,median,13,13,3,0,0.7777777777777778,0.4166666666666667,2,1,0.5,1,73.46938775510205,16.0,16.0,0.0,16.0,16.0,0.0
c3:00:00:13:3b:b7,median_hysteresis,13,13,1,0,1.0,0.3333333333333333,2,2,1.0,0,0.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,13,9,0,4,1.0,0.16666666666666666,2,2,1.0,0,0.0,,,,,,30.76923076923077
