mac,method,experiment_id,transition_index,new_room,transition_time,detected,latency_sec,confirmation_time,premature_before_transition,post_transition_confirmed,premature_lead_sec,transition_status
c3:00:00:13:3b:b7,baseline,DIN2–AB-R9,0,Corredor,2026-08-26 15:54:21,True,0.0,2026-08-26 15:54:21,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,baseline,DIN2–AB-R9,1,Sala B,2026-08-26 15:54:27,True,0.0,2026-08-26 15:54:27,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median,DIN2–AB-R9,0,Corredor,2026-08-26 15:54:21,True,3.0,2026-08-26 15:54:24,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median,DIN2–AB-R9,1,Sala B,2026-08-26 15:54:27,True,3.0,2026-08-26 15:54:30,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis,DIN2–AB-R9,0,Corredor,2026-08-26 15:54:21,True,3.0,2026-08-26 15:54:24,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis,DIN2–AB-R9,1,Sala B,2026-08-26 15:54:27,True,4.0,2026-08-26 15:54:31,False,True,,confirmed_after_transition
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–AB-R9,0,Corredor,2026-08-26 15:54:21,False,,,False,False,,missed_transition
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–AB-R9,1,Sala B,2026-08-26 15:54:27,True,6.0,2026-08-26 15:54:33,False,True,,confirmed_after_transition
