mac,method,experiment_id,transition_index,new_room,transition_time,detected,latency_sec,confirmation_time
c3:00:00:13:3b:b7,baseline,DIN2–BA-R2,0,Corredor,2026-08-26 14:38:26,True,1.0,2026-08-26 14:38:27
c3:00:00:13:3b:b7,baseline,DIN2–BA-R2,1,Sala A,2026-08-26 14:38:33,True,0.0,2026-08-26 14:38:33
c3:00:00:13:3b:b7,median,DIN2–BA-R2,0,Corredor,2026-08-26 14:38:26,False,,
c3:00:00:13:3b:b7,median,DIN2–BA-R2,1,Sala A,2026-08-26 14:38:33,True,7.0,2026-08-26 14:38:40
c3:00:00:13:3b:b7,median_hysteresis,DIN2–BA-R2,0,Corredor,2026-08-26 14:38:26,False,,
c3:00:00:13:3b:b7,median_hysteresis,DIN2–BA-R2,1,Sala A,2026-08-26 14:38:33,True,10.0,2026-08-26 14:38:43
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–BA-R2,0,Corredor,2026-08-26 14:38:26,False,,
c3:00:00:13:3b:b7,median_hysteresis_persistence,DIN2–BA-R2,1,Sala A,2026-08-26 14:38:33,True,14.0,2026-08-26 14:38:47
