time,node_time,node_seq,boot_id,effective_time,clock_source,mac,esp_id,batch_id,experiment_id,trial_type,trial_position,raw_room,raw_rssi,ground_truth_room,ground_truth_scenario,baseline_room,baseline_changed,median_room,median_changed,median_hysteresis_room,median_hysteresis_changed,median_hysteresis_rejected,median_hysteresis_persistence_room,median_hysteresis_persistence_changed,baseline_agrees_with_final,median_agrees_with_final,median_hysteresis_agrees_with_final
2026-08-25 10:54:19,2026-08-25 10:54:18,476,2239514506,2026-08-25 10:54:19,server,c3:00:00:13:3b:b7,ESP-01,c1a02912-8f27-4299-9658-0eafc4982f37,EST-P2-R3,static,P2,Corredor,-85,,,Corredor,True,Corredor,True,Corredor,True,False,,False,False,False,False
2026-08-25 10:54:20,2026-08-25 10:54:19,117,1239498715,2026-08-25 10:54:20,server,c3:00:00:13:3b:b7,ESP-02,09cd8183-c139-4597-a6ea-da2cf254543a,EST-P2-R3,static,P2,Sala A,-86,,,Sala A,True,Corredor,False,Corredor,False,False,,False,False,False,False
2026-08-25 10:54:22,2026-08-25 10:54:21,529,1690126268,2026-08-25 10:54:22,server,c3:00:00:13:3b:b7,ESP-03,146ebd97-48b4-44cc-9dca-d9414fb7cf05,EST-P2-R3,static,P2,Sala B,-68,,,Sala B,True,Sala B,True,Sala B,True,False,,False,False,False,False
2026-08-25 10:54:31,2026-08-25 10:54:30,477,2239514506,2026-08-25 10:54:31,server,c3:00:00:13:3b:b7,ESP-01,048f84ea-3685-4a91-b2be-be4aa9cbdb2e,EST-P2-R3,static,P2,Corredor,-85,,,Corredor,True,Sala B,False,Sala B,False,False,,False,False,False,False
2026-08-25 10:54:32,2026-08-25 10:54:32,118,1239498715,2026-08-25 10:54:32,server,c3:00:00:13:3b:b7,ESP-02,3ed6e336-8f5e-4d99-a95a-ba367a9f8cd0,EST-P2-R3,static,P2,Sala A,-86,,,Sala A,True,Sala B,False,Sala B,False,False,Sala B,True,False,True,True
2026-08-25 10:54:35,2026-08-25 10:54:34,530,1690126268,2026-08-25 10:54:35,server,c3:00:00:13:3b:b7,ESP-03,547466b6-4fb9-4ebc-a081-ec451cdc2c8d,EST-P2-R3,static,P2,Sala B,-68,,,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 10:54:44,2026-08-25 10:54:43,478,2239514506,2026-08-25 10:54:44,server,c3:00:00:13:3b:b7,ESP-01,681aa001-eb97-4540-a227-43c64db6765f,EST-P2-R3,static,P2,Corredor,-86,,,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:54:45,2026-08-25 10:54:44,119,1239498715,2026-08-25 10:54:45,server,c3:00:00:13:3b:b7,ESP-02,eb0f870d-6456-4555-abe2-6d961d709d1c,EST-P2-R3,static,P2,Sala A,-86,,,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:54:47,2026-08-25 10:54:47,531,1690126268,2026-08-25 10:54:47,server,c3:00:00:13:3b:b7,ESP-03,e538f237-b3f4-44d2-b50e-b95272b7b4f2,EST-P2-R3,static,P2,Sala B,-68,,,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 10:54:56,2026-08-25 10:54:55,479,2239514506,2026-08-25 10:54:56,server,c3:00:00:13:3b:b7,ESP-01,33b88991-1b58-4d53-a353-d4b09098f94b,EST-P2-R3,static,P2,Corredor,-95,,,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:54:57,2026-08-25 10:54:56,120,1239498715,2026-08-25 10:54:57,server,c3:00:00:13:3b:b7,ESP-02,a2049ff7-d24e-49dc-9ae0-f5130cc47478,EST-P2-R3,static,P2,Sala A,-86,,,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:55:00,2026-08-25 10:54:59,532,1690126268,2026-08-25 10:55:00,server,c3:00:00:13:3b:b7,ESP-03,ed59ade6-fe5f-488f-b679-c2ceea773828,EST-P2-R3,static,P2,Sala B,-68,,,Sala B,True,Sala B,False,Sala B,False,False,Sala B,False,True,True,True
2026-08-25 10:55:09,2026-08-25 10:55:08,480,2239514506,2026-08-25 10:55:09,server,c3:00:00:13:3b:b7,ESP-01,081f6023-8311-4b31-a41e-9ad3870c8edd,EST-P2-R3,static,P2,Corredor,-79,,,Corredor,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
2026-08-25 10:55:09,2026-08-25 10:55:09,121,1239498715,2026-08-25 10:55:09,server,c3:00:00:13:3b:b7,ESP-02,1dd7aead-ce8e-4c88-a661-bae97c7c89c3,EST-P2-R3,static,P2,Sala A,-85,,,Sala A,True,Sala B,False,Sala B,False,False,Sala B,False,False,True,True
