mac,method,num_detections,num_decided,num_transitions,first_decision_index,agree_rate_vs_final,accuracy,num_true_movements,num_missed_movements,missed_movement_rate,num_confirmed_after_transition,num_premature_before_transition,num_premature_without_confirmation,num_false_movements,false_movements_per_hour,latency_median_sec,latency_p95_sec,latency_iqr_sec,latency_min_sec,latency_max_sec,pct_time_unknown_or_transition
c3:00:00:13:3b:b7,baseline,56,56,55,0,0.32727272727272727,0.32727272727272727,0.0,0.0,,0.0,0.0,0.0,37.0,2049.2307692307695,,,,,,0.0
c3:00:00:13:3b:b7,median,56,56,0,0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis,56,56,0,0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
c3:00:00:13:3b:b7,median_hysteresis_persistence,56,55,0,1,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,1.7857142857142856
c3:00:00:13:3c:1e,baseline,56,56,55,0,0.3333333333333333,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median,56,56,7,0,0.9259259259259259,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis,56,56,5,0,0.9629629629629629,,,,,,,,,,,,,,,0.0
c3:00:00:13:3c:1e,median_hysteresis_persistence,56,54,0,2,1.0,,,,,,,,,,,,,,,3.571428571428571
c3:00:00:13:3b:f2,baseline,56,56,55,0,0.2909090909090909,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median,56,56,14,0,0.6181818181818182,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis,56,56,10,0,0.8181818181818182,,,,,,,,,,,,,,,0.0
c3:00:00:13:3b:f2,median_hysteresis_persistence,56,55,10,1,1.0,,,,,,,,,,,,,,,1.7857142857142856
